Wk,Date,Rk,School,Prev,Chng,1st,Conf
11,2019-11-03,18,Iowa (6-2),19,1,,Big Ten (West)
11,2019-11-03,19,Memphis (8-1),24,5,,American (West)
11,2019-11-03,20,Kansas State (6-2),22,2,,Big 12
11,2019-11-03,21,Boise State (7-1),21,,,MWC (Mountain)
11,2019-11-03,22,Wake Forest (7-1),23,1,,ACC (Atlantic)
11,2019-11-03,23,SMU (8-1),15,8,,American (West)
11,2019-11-03,24,San Diego State (7-1),25,1,,MWC (West)
11,2019-11-03,25,Navy (7-1),,,,American (West)
10,2019-10-27,1,LSU (8-0),2,1,17,SEC (West)
10,2019-10-27,2,Alabama (8-0),1,1,21,SEC (West)
10,2019-10-27,3,Ohio State (8-0),3,,17,Big Ten (East)
10,2019-10-27,4,Clemson (8-0),4,,7,ACC (Atlantic)
10,2019-10-27,5,Penn State (8-0),6,1,,Big Ten (East)
10,2019-10-27,6,Florida (7-1),7,1,,SEC (East)
10,2019-10-27,7,Oregon (7-1),11,4,,Pac-12 (North)
10,2019-10-27,8,Georgia (6-1),10,2,,SEC (East)
10,2019-10-27,9,Utah (7-1),12,3,,Pac-12 (South)
10,2019-10-27,10,Oklahoma (7-1),5,5,,Big 12
10,2019-10-27,11,Auburn (6-2),9,2,,SEC (West)
10,2019-10-27,12,Baylor (7-0),14,2,,Big 12
10,2019-10-27,13,Minnesota (8-0),17,4,,Big Ten (West)
10,2019-10-27,14,Michigan (6-2),19,5,,Big Ten (East)
10,2019-10-27,15,SMU (8-0),16,1,,American (West)
10,2019-10-27,16,Notre Dame (5-2),8,8,,Ind
10,2019-10-27,17,Cincinnati (6-1),18,1,,American (East)
10,2019-10-27,18,Wisconsin (6-2),13,5,,Big Ten (West)
10,2019-10-27,19,Iowa (6-2),20,1,,Big Ten (West)
10,2019-10-27,20,Appalachian State (7-0),21,1,,Sun Belt (East)
10,2019-10-27,21,Boise State (6-1),22,1,,MWC (Mountain)
10,2019-10-27,22,Kansas State (5-2),,,,Big 12
10,2019-10-27,23,Wake Forest (6-1),25,2,,ACC (Atlantic)
10,2019-10-27,24,Memphis (7-1),,,,American (West)
10,2019-10-27,25,San Diego State (7-1),,,,MWC (West)
9,2019-10-21,1,Alabama (7-0),1,,24,SEC (West)
9,2019-10-21,2,LSU (7-0),2,,16,SEC (West)
9,2019-10-21,3,Ohio State (7-0),4,1,13,Big Ten (East)
9,2019-10-21,4,Clemson (7-0),3,1,9,ACC (Atlantic)
9,2019-10-21,5,Oklahoma (7-0),5,,,Big 12
9,2019-10-21,6,Penn State (7-0),7,1,,Big Ten (East)
9,2019-10-21,7,Florida (7-1),9,2,,SEC (East)
9,2019-10-21,8,Notre Dame (5-1),8,,,Ind
9,2019-10-21,9,Auburn (6-1),11,2,,SEC (West)
9,2019-10-21,10,Georgia (6-1),10,,,SEC (East)
9,2019-10-21,11,Oregon (6-1),12,1,,Pac-12 (North)
9,2019-10-21,12,Utah (6-1),13,1,,Pac-12 (South)
9,2019-10-21,13,Wisconsin (6-1),6,7,,Big Ten (West)
9,2019-10-21,14,Baylor (7-0),18,4,,Big 12
9,2019-10-21,15,Texas (5-2),15,,,Big 12
9,2019-10-21,16,SMU (7-0),19,3,,American (West)
9,2019-10-21,17,Minnesota (7-0),20,3,,Big Ten (West)
9,2019-10-21,18,Cincinnati (6-1),21,3,,American (East)
9,2019-10-21,19,Michigan (5-2),16,3,,Big Ten (East)
9,2019-10-21,20,Iowa (5-2),23,3,,Big Ten (West)
9,2019-10-21,21,Appalachian State (6-0),24,3,,Sun Belt (East)
9,2019-10-21,22,Boise State (6-1),14,8,,MWC (Mountain)
9,2019-10-21,23,Iowa State (5-2),,,,Big 12
9,2019-10-21,24,Arizona State (5-2),17,7,,Pac-12 (South)
9,2019-10-21,25,Wake Forest (6-1),,,,ACC (Atlantic)
8,2019-10-14,1,Alabama (6-0),1,,30,SEC (West)
8,2019-10-14,2,LSU (6-0),5,3,12,SEC (West)
8,2019-10-14,3,Clemson (6-0),2,1,11,ACC (Atlantic)
8,2019-10-14,4,Ohio State (6-0),3,1,9,Big Ten (East)
8,2019-10-14,5,Oklahoma (6-0),6,1,,Big 12
8,2019-10-14,6,Wisconsin (6-0),8,2,,Big Ten (West)
8,2019-10-14,7,Penn State (6-0),10,3,,Big Ten (East)
8,2019-10-14,8,Notre Dame (5-1),9,1,,Ind
8,2019-10-14,9,Florida (6-1),7,2,,SEC (East)
8,2019-10-14,10,Georgia (5-1),3,7,,SEC (East)
8,2019-10-14,11,Auburn (5-1),12,1,,SEC (West)
8,2019-10-14,12,Oregon (5-1),13,1,,Pac-12 (North)
8,2019-10-14,13,Utah (5-1),15,2,,Pac-12 (South)
8,2019-10-14,14,Boise State (6-0),14,,,MWC (Mountain)
8,2019-10-14,15,Texas (4-2),11,4,,Big 12
8,2019-10-14,16,Michigan (5-1),16,,,Big Ten (East)
8,2019-10-14,17,Arizona State (5-1),18,1,,Pac-12 (South)
8,2019-10-14,18,Baylor (6-0),22,4,,Big 12
8,2019-10-14,19,SMU (6-0),21,2,,American (West)
8,2019-10-14,20,Minnesota (6-0),,,,Big Ten (West)
8,2019-10-14,21,Cincinnati (5-1),25,4,,American (East)
8,2019-10-14,22,Missouri (5-1),,,,SEC (East)
8,2019-10-14,23,Iowa (4-2),17,6,,Big Ten (West)
8,2019-10-14,24,Appalachian State (5-0),,,,Sun Belt (East)
8,2019-10-14,25,Washington (5-2),,,,Pac-12 (North)
7,2019-10-06,1,Alabama (5-0),1,,32,SEC (West)
7,2019-10-06,2,Clemson (5-0),2,,15,ACC (Atlantic)
7,2019-10-06,3,Georgia (5-0),3,,3,SEC (East)
7,2019-10-06,3,Ohio State (6-0),4,1,10,Big Ten (East)
7,2019-10-06,5,LSU (5-0),5,,2,SEC (West)
7,2019-10-06,6,Oklahoma (5-0),6,,,Big 12
7,2019-10-06,7,Florida (6-0),10,3,,SEC (East)
7,2019-10-06,8,Wisconsin (5-0),8,,,Big Ten (West)
7,2019-10-06,9,Notre Dame (4-1),9,,,Ind
7,2019-10-06,10,Penn State (5-0),12,2,,Big Ten (East)
7,2019-10-06,11,Texas (4-1),11,,,Big 12
7,2019-10-06,12,Auburn (5-1),7,5,,SEC (West)
7,2019-10-06,13,Oregon (4-1),13,,,Pac-12 (North)
7,2019-10-06,14,Boise State (5-0),16,2,,MWC (Mountain)
7,2019-10-06,15,Utah (4-1),17,2,,Pac-12 (South)
7,2019-10-06,16,Michigan (4-1),19,3,,Big Ten (East)
7,2019-10-06,17,Iowa (4-1),14,3,,Big Ten (West)
7,2019-10-06,18,Arizona State (4-1),20,2,,Pac-12 (South)
7,2019-10-06,19,Wake Forest (5-0),22,3,,ACC (Atlantic)
7,2019-10-06,20,Virginia (4-1),23,3,,ACC (Coastal)
7,2019-10-06,21,SMU (6-0),24,3,,American (West)
7,2019-10-06,22,Baylor (5-0),,,,Big 12
7,2019-10-06,23,Memphis (5-0),,,,American (West)
7,2019-10-06,24,Texas A&M (3-2),25,1,,SEC (West)
7,2019-10-06,25,Cincinnati (4-1),,,,American (East)
6,2019-09-29,1,Alabama (5-0),2,1,29,SEC (West)
6,2019-09-29,2,Clemson (5-0),1,1,18,ACC (Atlantic)
6,2019-09-29,3,Georgia (4-0),3,,4,SEC (East)
6,2019-09-29,4,Ohio State (5-0),5,1,7,Big Ten (East)
6,2019-09-29,5,LSU (4-0),4,1,,SEC (West)
6,2019-09-29,6,Oklahoma (4-0),6,,,Big 12
6,2019-09-29,7,Auburn (5-0),7,,,SEC (West)
6,2019-09-29,8,Wisconsin (4-0),8,,,Big Ten (West)
6,2019-09-29,9,Notre Dame (3-1),10,1,,Ind
6,2019-09-29,10,Florida (5-0),9,1,,SEC (East)
6,2019-09-29,11,Texas (3-1),11,,,Big 12
6,2019-09-29,12,Penn State (4-0),12,,,Big Ten (East)
6,2019-09-29,13,Oregon (3-1),13,,,Pac-12 (North)
6,2019-09-29,14,Iowa (4-0),14,,,Big Ten (West)
6,2019-09-29,15,Washington (4-1),17,2,,Pac-12 (North)
6,2019-09-29,16,Boise State (4-0),16,,,MWC (Mountain)
6,2019-09-29,17,Utah (4-1),19,2,,Pac-12 (South)
6,2019-09-29,18,UCF (4-1),22,4,,American (East)
6,2019-09-29,19,Michigan (3-1),20,1,,Big Ten (East)
6,2019-09-29,20,Arizona State (4-1),,,,Pac-12 (South)
6,2019-09-29,21,Oklahoma State (4-1),,,,Big 12
6,2019-09-29,22,Wake Forest (5-0),,,,ACC (Atlantic)
6,2019-09-29,23,Virginia (4-1),18,5,,ACC (Coastal)
6,2019-09-29,24,SMU (5-0),,,,American (West)
6,2019-09-29,25,Michigan State (4-1),25,,,Big Ten (East)
6,2019-09-29,25,Texas A&M (3-2),23,2,,SEC (West)
5,2019-09-22,1,Clemson (4-0),1,,55,ACC (Atlantic)
5,2019-09-22,2,Alabama (4-0),2,,6,SEC (West)
5,2019-09-22,3,Georgia (4-0),3,,1,SEC (East)
5,2019-09-22,4,LSU (4-0),4,,,SEC (West)
5,2019-09-22,5,Ohio State (4-0),6,1,,Big Ten (East)
5,2019-09-22,6,Oklahoma (3-0),5,1,,Big 12
5,2019-09-22,7,Auburn (4-0),8,1,,SEC (West)
5,2019-09-22,8,Wisconsin (3-0),13,5,,Big Ten (West)
5,2019-09-22,9,Florida (4-0),9,,,SEC (East)
5,2019-09-22,10,Notre Dame (2-1),7,3,,Ind
5,2019-09-22,11,Texas (3-1),12,1,,Big 12
5,2019-09-22,12,Penn State (3-0),13,1,,Big Ten (East)
5,2019-09-22,13,Oregon (3-1),16,3,,Pac-12 (North)
5,2019-09-22,14,Iowa (3-0),18,4,,Big Ten (West)
5,2019-09-22,15,California (4-0),23,8,,Pac-12 (North)
5,2019-09-22,16,Boise State (4-0),20,4,,MWC (Mountain)
5,2019-09-22,17,Washington (3-1),22,5,,Pac-12 (North)
5,2019-09-22,18,Virginia (4-0),21,3,,ACC (Coastal)
5,2019-09-22,19,Utah (3-1),10,9,,Pac-12 (South)
5,2019-09-22,20,Michigan (2-1),11,9,,Big Ten (East)
5,2019-09-22,21,USC (3-1),,,,Pac-12 (South)
5,2019-09-22,22,UCF (3-1),15,7,,American (East)
5,2019-09-22,23,Texas A&M (2-2),17,6,,SEC (West)
5,2019-09-22,24,Kansas State (3-0),,,,Big 12
5,2019-09-22,25,Michigan State (3-1),,,,Big Ten (East)
4,2019-09-15,1,Clemson (3-0),1,,62,ACC (Atlantic)
4,2019-09-15,2,Alabama (3-0),2,,3,SEC (West)
4,2019-09-15,3,Georgia (3-0),3,,,SEC (East)
4,2019-09-15,4,LSU (3-0),4,,,SEC (West)
4,2019-09-15,5,Oklahoma (3-0),5,,,Big 12
4,2019-09-15,6,Ohio State (3-0),6,,,Big Ten (East)
4,2019-09-15,7,Notre Dame (2-0),7,,,Ind
4,2019-09-15,8,Auburn (3-0),8,,,SEC (West)
4,2019-09-15,9,Florida (3-0),9,,,SEC (East)
4,2019-09-15,10,Utah (3-0),11,1,,Pac-12 (South)
4,2019-09-15,11,Michigan (2-0),10,1,,Big Ten (East)
4,2019-09-15,12,Texas (2-1),12,,,Big 12
4,2019-09-15,13,Penn State (3-0),13,,,Big Ten (East)
4,2019-09-15,13,Wisconsin (2-0),14,1,,Big Ten (West)
4,2019-09-15,15,UCF (3-0),17,2,,American (East)
4,2019-09-15,16,Oregon (2-1),15,1,,Pac-12 (North)
4,2019-09-15,17,Texas A&M (2-1),16,1,,SEC (West)
4,2019-09-15,18,Iowa (3-0),19,1,,Big Ten (West)
4,2019-09-15,19,Washington State (3-0),20,1,,Pac-12 (North)
4,2019-09-15,20,Boise State (3-0),22,2,,MWC (Mountain)
4,2019-09-15,21,Virginia (3-0),25,4,,ACC (Coastal)
4,2019-09-15,22,Washington (2-1),23,1,,Pac-12 (North)
4,2019-09-15,23,California (3-0),,,,Pac-12 (North)
4,2019-09-15,24,Arizona State (3-0),,,,Pac-12 (South)
4,2019-09-15,25,Texas Christian (2-0),,,,Big 12
3,2019-09-08,1,Clemson (2-0),1,,56,ACC (Atlantic)
3,2019-09-08,2,Alabama (2-0),2,,6,SEC (West)
3,2019-09-08,3,Georgia (2-0),3,,,SEC (East)
3,2019-09-08,4,LSU (2-0),6,2,,SEC (West)
3,2019-09-08,5,Oklahoma (2-0),4,1,,Big 12
3,2019-09-08,6,Ohio State (2-0),5,1,,Big Ten (East)
3,2019-09-08,7,Notre Dame (1-0),8,1,,Ind
3,2019-09-08,8,Auburn (2-0),10,2,,SEC (West)
3,2019-09-08,9,Florida (2-0),11,2,,SEC (East)
3,2019-09-08,10,Michigan (2-0),7,3,,Big Ten (East)
3,2019-09-08,11,Utah (2-0),13,2,,Pac-12 (South)
3,2019-09-08,12,Texas (1-1),9,3,,Big 12
3,2019-09-08,13,Penn State (2-0),15,2,,Big Ten (East)
3,2019-09-08,14,Wisconsin (2-0),17,3,,Big Ten (West)
3,2019-09-08,15,Oregon (1-1),16,1,,Pac-12 (North)
3,2019-09-08,16,Texas A&M (1-1),12,4,,SEC (West)
3,2019-09-08,17,UCF (2-0),18,1,,American (East)
3,2019-09-08,18,Michigan State (2-0),19,1,,Big Ten (East)
3,2019-09-08,19,Iowa (2-0),20,1,,Big Ten (West)
3,2019-09-08,20,Washington State (2-0),22,2,,Pac-12 (North)
3,2019-09-08,21,Maryland (2-0),,,,Big Ten (East)
3,2019-09-08,22,Boise State (2-0),24,2,,MWC (Mountain)
3,2019-09-08,23,Washington (1-1),14,9,,Pac-12 (North)
3,2019-09-08,24,USC (2-0),,,,Pac-12 (South)
3,2019-09-08,25,Virginia (2-0),,,,ACC (Coastal)
2,2019-09-03,1,Clemson (1-0),1,,54,ACC (Atlantic)
2,2019-09-03,2,Alabama (1-0),2,,8,SEC (West)
2,2019-09-03,3,Georgia (1-0),3,,,SEC (East)
2,2019-09-03,4,Oklahoma (1-0),4,,,Big 12
2,2019-09-03,5,Ohio State (1-0),5,,,Big Ten (East)
2,2019-09-03,6,LSU (1-0),6,,,SEC (West)
2,2019-09-03,7,Michigan (1-0),7,,,Big Ten (East)
2,2019-09-03,8,Notre Dame (1-0),9,1,,Ind
2,2019-09-03,9,Texas (1-0),10,1,,Big 12
2,2019-09-03,10,Auburn (1-0),16,6,,SEC (West)
2,2019-09-03,11,Florida (1-0),8,3,,SEC (East)
2,2019-09-03,12,Texas A&M (1-0),12,,,SEC (West)
2,2019-09-03,13,Utah (1-0),14,1,,Pac-12 (South)
2,2019-09-03,14,Washington (1-0),13,1,,Pac-12 (North)
2,2019-09-03,15,Penn State (1-0),15,,,Big Ten (East)
2,2019-09-03,16,Oregon (0-1),11,5,,Pac-12 (North)
2,2019-09-03,17,Wisconsin (1-0),19,2,,Big Ten (West)
2,2019-09-03,18,UCF (1-0),17,1,,American (East)
2,2019-09-03,19,Michigan State (1-0),18,1,,Big Ten (East)
2,2019-09-03,20,Iowa (1-0),20,,,Big Ten (West)
2,2019-09-03,21,Syracuse (1-0),22,1,,ACC (Atlantic)
2,2019-09-03,22,Washington State (1-0),23,1,,Pac-12 (North)
2,2019-09-03,23,Stanford (1-0),25,2,,Pac-12 (North)
2,2019-09-03,24,Boise State (1-0),,,,MWC (Mountain)
2,2019-09-03,25,Iowa State (1-0),21,4,,Big 12
2,2019-09-03,25,Nebraska (1-0),24,1,,Big Ten (West)
1,Preseason,1,Clemson,NA,—,52,ACC (Atlantic)
1,Preseason,2,Alabama,NA,—,10,SEC (West)
1,Preseason,3,Georgia,NA,—,,SEC (East)
1,Preseason,4,Oklahoma,NA,—,,Big 12
1,Preseason,5,Ohio State,NA,—,,Big Ten (East)
1,Preseason,6,LSU,NA,—,,SEC (West)
1,Preseason,7,Michigan,NA,—,,Big Ten (East)
1,Preseason,8,Florida,NA,—,,SEC (East)
1,Preseason,9,Notre Dame,NA,—,,Ind
1,Preseason,10,Texas,NA,—,,Big 12
1,Preseason,11,Oregon,NA,—,,Pac-12 (North)
1,Preseason,12,Texas A&M,NA,—,,SEC (West)
1,Preseason,13,Washington,NA,—,,Pac-12 (North)
1,Preseason,14,Utah,NA,—,,Pac-12 (South)
1,Preseason,15,Penn State,NA,—,,Big Ten (East)
1,Preseason,16,Auburn,NA,—,,SEC (West)
1,Preseason,17,UCF,NA,—,,American (East)
1,Preseason,18,Michigan State,NA,—,,Big Ten (East)
1,Preseason,19,Wisconsin,NA,—,,Big Ten (West)
1,Preseason,20,Iowa,NA,—,,Big Ten (West)
1,Preseason,21,Iowa State,NA,—,,Big 12
1,Preseason,22,Syracuse,NA,—,,ACC (Atlantic)
1,Preseason,23,Washington State,NA,—,,Pac-12 (North)
1,Preseason,24,Nebraska,NA,—,,Big Ten (West)
1,Preseason,25,Stanford,NA,—,,Pac-12 (North)
